latitude,longitude,name,street address,tel
3.037222,101.446667,KLINIK KESIHATAN ANIKA KLANG,"112, Jalan Pegawai, Off Tengku Kelana, 41000 Klang, Klang, Selangor",03-33748019
3.044480,113.915865,KLINIK KESIHATAN SUNGAI ASAP,"Pekan Sungai Asap, 96800 Belaga, Belaga, Sarawak",013-8657739
3.049873,101.533226,KLINIK KESIHATAN SEKSYEN 19 SHAH ALAM,"Jalan Gelora 19/46, 40300 Shah Alam, Petaling, Selangor",03-55413570
3.050556,101.458056,KLINIK KESIHATAN BUKIT KUDA,"Jalan Batu Tiga Lama, 41300 Klang, Klang, Selangor",03-33488174
3.056713,115.076194,KLINIK KESIHATAN LONG MOH,"Kampung Long Moh (Pej. Kesihatan Bahagian Miri), 98050 Baram, Marudi, Sarawak",085-474722
3.063225,101.710439,KLINIK KESIHATAN SUNGAI BESI,"No.80, Jalan Tasik Utama 5, Medan Niaga Tasik Damai, 57100 Sungai Besi, Kuala Lumpur, WP Kuala Lumpur",03-60549911
3.068970,101.411540,KLINIK KESIHATAN RANTAU PANJANG,"Jalan Rantau Panjang, 41400 Klang, Klang, Selangor",03-32916930
3.069520,101.774200,KLINIK KESIHATAN BATU 9 CHERAS,"Batu 9, 43200 Cheras, Hulu Langat, Selangor",03-90804503
3.072010,101.491180,KLINIK KESIHATAN SEKSYEN 7 SHAH ALAM,"No.2 Persiaran Kayangan, Seksyen 7, 40000 Shah Alam, Petaling, Selangor",03-55180195
3.078361,112.800944,KLINIK KESIHATAN KUALA TATAU,"Kampung Kuala Tatau, 97200 Tatau, Bintulu, Sarawak",086-326287
3.079000,101.634740,KLINIK KESIHATAN TAMAN MEDAN,"Jalan PJS 2C/5, Taman Dato Harun, 46000 Petaling Jaya, Petaling, Selangor",03-77819001
3.079358,101.665244,KLINIK KESIHATAN PETALING BAHAGIA ,"Batu 6, Jalan Puchong, 58200 Kuala Lumpur, Kuala Lumpur, WP Kuala Lumpur",03- 77829355
3.087158,101.720489,KLINIK KESIHATAN BANDAR TUN RAZAK ,"No.16 & 18, Jalan Jujur 3 , Bandar Tun Razak, 56000 Kuala Lumpur, Kuala Lumpur, WP Kuala Lumpur",03-91713333
3.099130,101.600640,KLINIK KESIHATAN KELANA JAYA,"Lot. 38294, Jln.SS6/3A Kelana Jaya, 47301 Petaling Jaya, Petaling, Selangor",03-78045001
3.101280,102.220990,KLINIK KESIHATAN SIMPANG DURIAN,"Simpang Durian, 72400 Simpang Durian, Jelebu, Negeri Sembilan",06-4914522
3.103531,113.924488,KLINIK KESIHATAN SUNGAI KOYAN,"Kampung Sungai Koyan, 96800 Belaga, Belaga, Sarawak",09-3401533
3.106260,101.748440,KLINIK KESIHATAN CHERAS BARU ,"Jalan 16, Off Jalan Kuari, Kampung Cheras Baru, 56100 Cheras Baru, Kuala Lumpur, WP Kuala Lumpur",03-42946114
3.107719,102.534376,KLINIK KESIHATAN TEMBANGAU,"Tembangau, 28380 Triang, Bera, Pahang",06-4685730
3.110490,113.268160,KLINIK KESIHATAN SEBAUH,"Pekan Sebauh (D/A Peg. Kesihatan Bahagian Bintulu, Lebuh Raya Abang Galau), 97000 Bintulu, Bintulu, Sarawak",086-422233
3.110900,101.814825,KLINIK KESIHATAN BATU 14,"Batu 14, 43200 Hulu Langat, Hulu Langat, Selangor",03-90211414
3.115289,101.668414,KLINIK KESIHATAN PANTAI ,"C15-3, Tower C, Wisma Goshen, Plaza Pantai, No.5 Jalan 4/83A, Off Jalan Pantai Baru, 59200 Pantai Baru, Kuala Lumpur, WP Kuala Lumpur",03-22881071
3.122382,101.730201,KLINIK KESIHATAN CHERAS ,"No. 14, Jalan Yaakob Latiff, 56000 Bandar Tun Razak, Kuala Lumpur, WP Kuala Lumpur",03-91309022
3.136389,101.440833,KLINIK KESIHATAN MERU,"PT 55/61, Jalan Kenangan, 41050 Bukit Raja, Klang, Selangor",03-33929802
3.138660,102.375240,KLINIK KESIHATAN KEMAYAN,"Kemayan, 28320 Triang, Bera, Pahang",09-2409715
3.139444,101.372222,KLINIK KESIHATAN KAPAR,"PT 3763, Sek 1, Batu 10, Jalan Kapar, 42200 Klang, Klang, Selangor",03-32508355
3.140533,103.441185,KLINIK KESIHATAN NENASI,"Kampong Nenasi, 26680 Pekan, Pekan, Pahang",09-4181233
3.144239,101.732539,KLINIK KESIHATAN KAMPUNG PANDAN,"Jalan Belangkas, Kampung Pandan, 55100 Kampung Pandan, Kuala Lumpur, WP Kuala Lumpur",03-92810275
3.144953,101.691319,KLINIK KESIHATAN TANGLIN,"Jalan Cenderasari, 50590 Tanglin, Kuala Lumpur, WP Kuala Lumpur",03-26983311
3.145315,101.761272,KLINIK KESIHATAN AMPANG,"Jalan Mewah 3, Pekan Ampang, 68000 Ampang, Hulu Langat, Selangor",03-42922333
3.151080,113.370120,KLINIK KESIHATAN LUBOK TAPANG,"Lubok Tapang (D/A Peg. Kesihatan Bahagian Bintulu, Lebuh Raya Abang Galau), 97000 Bintulu, Bintulu, Sarawak",086-469003
3.160199,113.701678,KLINIK KESIHATAN TUBAU,"Pekan Tubau, Bintulu (D/A Peg. Kesihatan Bahagian Bintulu, Lebuh Raya Abang Galau), 97000 Bintulu, Bintulu, Sarawak",086-472104
3.164705,102.976785,KLINIK KESIHATAN BUKIT IBAM,"Bukit Ibam, 26700 Rompin, Rompin, Pahang",09-4585231
3.166708,101.736419,KLINIK KESIHATAN DATO KERAMAT ,"Jalan Jelatek, 54200 Kuala Lumpur, Kuala Lumpur, WP Kuala Lumpur",03-42573333
3.169665,115.221629,KLINIK KESIHATAN LIO MATO,"Kampung Lio Mato (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-776003
3.173590,113.037040,KLINIK KESIHATAN BINTULU,"Lebuh Raya Abang Galau, 97000 Bintulu, Bintulu, Sarawak",086-331455
3.174666,101.748503,KLINIK KESIHATAN AU 2,"Jalan AU2, Taman Seri Keramat, 54200 Ampang, Gombak, Selangor",03-42579466
3.177132,102.192914,KLINIK KESIHATAN SIMPANG PELANGAI,"Simpang Pelangai, 28740 Bentong, Bentong, Pahang",09-2480755
3.183670,101.691340,KLINIK KESIHATAN SENTUL,"Tingkat 2, Kompleks Komuniti Perniagaan, Jalan 1/48A, Bandar Baru Sentul, 51000 Sentul, Kuala Lumpur, WP Kuala Lumpur",03-40427557
3.197178,101.720417,KLINIK KESIHATAN SETAPAK,"No. 26/28, Jln. 9/23A, Medan Makmur, Off Jalan Usahawan, 53200 Setapak, Kuala Lumpur, WP Kuala Lumpur",03-41425429
3.200758,101.676703,KLINIK KESIHATAN BATU,"Batu 4 ?, Jalan Ipoh, 52100 Kuala Lumpur, Kuala Lumpur, WP Kuala Lumpur",03-62574966
3.200890,101.544751,KLINIK KESIHATAN PAYA JARAS,"Batu 15, Sungai Buloh, 47000 Petaling, Petaling, Selangor",03-61579135
3.201390,101.762110,KLINIK KESIHATAN HULU KELANG,"Jalan Datuk Abu Samah, 68000 Hulu Kelang, Ampang, Selangor",03-41056640
3.204750,102.306040,KLINIK KESIHATAN BUKIT MENDI,"Bukit Mendi, 28320 Triang, Bera, Pahang",09-2450161
3.205510,115.391370,KLINIK KESIHATAN LONG BANGA,"Rumah Panjang Long Banga (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-776008/ 013-2865
3.218250,101.714740,KLINIK KESIHATAN GOMBAK SETIA,"No 5A/6A, Jln Kenangan Utama, Taman Kenangan, 53000 Gombak Setia, Gombak, Selangor",03-61873039
3.219822,101.654214,KLINIK KESIHATAN JINJANG ,"No.2, Jalan Jinjang Setia 3, Jinjang Utara Tambahan, 52000 Jinjang Utara, Kuala Lumpur, WP Kuala Lumpur",03-40427557
3.220640,101.577310,KLINIK KESIHATAN SUNGAI BULOH,"Lot 1853, Kg Melayu, 47000 Sungai Buloh, Gombak, Selangor",03-61401293
3.224115,101.622655,KLINIK KESIHATAN TAMAN EHSAN,"Jalan E4/16, Taman Ehsan, 51000 Kepong, Gombak, Selangor",03-62727471
3.233810,101.314800,KLINIK KESIHATAN JERAM,"Jalan Klang, 45800 Jeram, Kuala Selangor, Selangor",03-32791167
3.245324,102.423391,KLINIK KESIHATAN TRIANG,"Triang, 28300 Triang, Bera, Pahang",09-2555333
3.245470,101.674030,KLINIK KESIHATAN SELAYANG BARU,"Jln Sg. Tua Mukim Batu, 68100 Batu Caves, Gombak, Selangor",03-61878564
3.246100,101.722450,KLINIK KESIHATAN BATU 8 GOMBAK,"Batu 8, Gombak Utara, 53000 Gombak, Gombak, Selangor",03-61889704
3.255115,102.243764,KLINIK KESIHATAN CHEMOMOI,"Felda Chemomoi, 28310 Triang, Bentong, Pahang",09-2450926
3.259549,101.551652,KLINIK KESIHATAN KUANG,"JKR 9/1254, Batu 20, 48050 Rawang, Gombak, Selangor",03-60371355
3.263953,102.606729,KLINIK KESIHATAN BANDAR BERA 32,"Bandar Bera 32, 28300 Triang, Bera, Pahang",09-2461988
3.272390,101.365000,KLINIK KESIHATAN BUKIT CHERAKAH,"Jalan Rizab Masjid, Kg Bukit Cherakah, 45800 Jeram, Kuala Selangor, Selangor",03-32640014
3.295600,102.461670,KLINIK KESIHATAN PADANG LUAS,"Padang Luas, 28200 Bera, Bera, Pahang",09-2409715
3.295680,114.782210,KLINIK KESIHATAN LONG SAN,"Kampung Long San (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi, Sarawak",013-2865610
3.317610,101.414710,KLINIK KESIHATAN IJOK,"JKR 1087 Jalan Simpang Tiga, 45600 Ijok, Kuala Selangor, Selangor",03-32791167
3.319920,101.472505,KLINIK KESIHATAN BATU ARANG,"JKR G/1325, 48100 Batu Arang, Gombak, Selangor",03-60352287
3.321540,101.577470,KLINIK KESIHATAN RAWANG,"Jalan RP5, Rawang Perdana 1, 48000 Rawang, Gombak, Selangor",03-60919055
3.328910,114.596903,KLINIK KESIHATAN LONG NAAH,"Kampung Long Naah (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",013-2865604
3.336840,101.250000,KLINIK KESIHATAN KUALA SELANGOR,"Jalan Klinik, 45000 Kuala Selangor, Kuala Selangor, Selangor",03-32891142
3.354456,103.032088,KLINIK KESIHATAN RPS RUNCHANG,"RPS Runchang, 26690 Pekan, Pekan, Pahang",09-4530791
3.357817,102.064753,KLINIK KESIHATAN TELEMONG,"Telemong, 28620 Karak, Bentong, Pahang",09-2399972
3.362310,101.602790,KLINIK KESIHATAN SERENDAH,"Serendah, 48200 Serendah, Hulu Selangor, Selangor",03-60812500
3.374560,102.945780,KLINIK KESIHATAN CHINI,"Felda Chini 1, 26690 Pekan, Pekan, Pahang",09-4566333
3.374969,102.631531,KLINIK KESIHATAN PURUN,"Purun, 28200 Bera, Bera, Pahang",09-2481585
3.379410,101.407740,KLINIK KESIHATAN BESTARI JAYA,"Lot 1867 Jalan Kampong, 45600 Bestari Jaya, Kuala Selangor, Selangor",03-32719151
3.418010,102.030500,KLINIK KESIHATAN KARAK,"Jalan Besar, 28600 Karak, Bentong, Pahang",09-2311245
3.420979,115.153885,KLINIK KESIHATAN LONG LELLANG,"Kampung Long Lellang (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-755511
3.421130,101.173780,KLINIK KESIHATAN TANJUNG KARANG,"Jalan Sungai Kajang, 45500 Tanjung Karang, Kuala Selangor, Selangor",03-32698355
3.435175,101.656971,KLINIK KESIHATAN ULU YAM BHARU,"Jalan Besar, 44300 Hulu Yam Bharu, Hulu Selangor, Selangor",03-6064257
3.446040,102.423713,KLINIK KESIHATAN TEMERLOH,"Temerloh, 28000 Temerloh, Temerloh, Pahang",09-2961275
3.448402,114.116675,KLINIK KESIHATAN LONG LOYANG,"Kampung Long Loyang (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",011-295191
3.479430,102.592200,KLINIK KESIHATAN CHENOR,"Chenor, 28100 Maran, Maran, Pahang",09-2995391
3.480710,102.342050,KLINIK KESIHATAN BANDAR MENTAKAB,"Bandar Mentakab, 28400 Mentakab, Temerloh, Pahang",09-2771845
3.484350,114.429130,KLINIK KESIHATAN LONG PILLAH,"Kampung Long Pilah (D/A Peg. Kesihatan Daerah, Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi, Sarawak",013-2865605
3.489294,103.393428,KLINIK KESIHATAN BANDAR PEKAN,"Bandar Pekan, 26600 Pekan, Pekan, Pahang",09-4227291
3.489294,103.393428,KLINIK KESIHATAN PEKAN,"Pekan, 26600 Pekan, Pekan, Pahang",09-4221044
3.493259,102.531304,KLINIK KESIHATAN PEKAN AWAH,"Pekan Awah, 28000 Maran, Maran, Pahang",09-2986333
3.497730,101.636130,KLINIK KESIHATAN RASA,"Rasa, 44200 Rasa, Hulu Selangor, Selangor",03-60573264
3.499420,102.184890,KLINIK KESIHATAN LANCHANG,"Lanchang, 28500 Lanchang, Temerloh, Pahang",09-2803233
3.509850,101.102590,KLINIK KESIHATAN SEKINCHAN,"Jalan Pekan, 45400 Sekinchan, Sabak Bernam, Selangor",03-32410331
3.526810,102.422430,KLINIK KESIHATAN SANGGANG,"Sanggang, 28020 Temerloh, Temerloh, Pahang",09-2846333
3.530563,103.202001,KLINIK KESIHATAN PADANG RUMBIA,"Kampung Padang Rumbia, 26650 Pekan, Pekan, Pahang",09-4281205
3.536348,101.960443,KLINIK KESIHATAN MEMPAGA,"Felda Mempaga, 28600 Karak, Bentong, Pahang",09-2377954
3.539810,101.902160,KLINIK KESIHATAN BENTONG,"Batu Satu Jalan Tras, 28700 Bentong, Bentong, Pahang",09-2220134
3.546290,103.383000,KLINIK KESIHATAN PERAMU JAYA,"Peramu Jaya, 26600 Pekan, Pekan, Pahang",09-4269609
3.560580,102.690840,KLINIK KESIHATAN PEKAN TAJAU,"Pekan Tajau, 28000 Maran, Maran, Pahang",09-4774782
3.567309,115.553627,KLINIK KESIHATAN PA'DALIH,"Jalan Kayu Balak (D/A  Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-755511
3.568967,115.553083,KLINIK KESIHATAN TANG LAPADAN,"Tang Lapadan (D/A Peg. KesihatanDaerah Lawas, Jalan Hospital), 98850 Lawas, Lawas, Sarawak",085-283781
3.579173,102.382642,KLINIK KESIHATAN KERDAU,"Kerdau, 28020 Temerloh, Temerloh, Pahang",09-2847003
3.584740,102.774250,KLINIK KESIHATAN MARAN,"Maran, 26500 Maran, Maran, Pahang",09-4771333
3.587491,114.116242,KLINIK KESIHATAN LONG JEGAN,"Kampung Long Jegan (D/A Peg. Kesihatan Daerah, Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi, Sarawak",
3.588010,114.427199,KLINIK KESIHATAN LONG MIRI,"Kampung Long Miri (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",013-2865606
3.613640,114.151830,KLINIK KESIHATAN LONG TERAN,"Kampung Long Teran (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",
3.636780,101.572770,KLINIK KESIHATAN KALUMPANG,"Kalumpang, 44100 Kalumpang, Hulu Selangor, Selangor",03-60491426
3.638250,113.379320,KLINIK KESIHATAN NYALAU,"Kampung Tengah Nyalau, 97000 Bintulu, Bintulu, Sarawak",085-776002
3.660610,101.891090,KLINIK KESIHATAN LURAH BILUT (FELDA),"Lurah Bilut, 28800 Bentong, Bentong, Pahang",09-2377333
3.675980,100.989010,KLINIK KESIHATAN SUNGAI BESAR,"Jalan Sungai Limau, 45300 Sungai Besar, Sabak Bernam, Selangor",03-32241358
3.680846,101.386751,KLINIK KESIHATAN SOEHARTO,"Soeharto, 44101 Kuala Kubu Baru, Hulu Selangor, Selangor",03-60461003
3.688130,101.524392,KLINIK KESIHATAN TANJUNG MALIM,"Pekan Tanjung Malim, 35900 Tanjung Malim, Batang Padang, Perak",05-4596333
3.689875,102.004253,KLINIK KESIHATAN LEMBAH KLAU,"Lembah Klau, 27600 Raub, Raub, Pahang",09-3688333
3.707780,103.108620,KLINIK KESIHATAN GAMBANG,"Gambang, 26300 Kuantan, Kuantan, Pahang",09-54846111
3.709520,102.365370,KLINIK KESIHATAN KUALA KRAU,"Kuala Krau, 28050 Temerloh, Temerloh, Pahang",09-2861242
3.711193,101.753769,KLINIK KESIHATAN BUKIT FRASER,"Bukit Fraser, 49000 Bukit Fraser, Raub, Pahang",09-3622333
3.712650,113.625350,KLINIK KESIHATAN SUAI TEGAGENG,"Kampung Suai Tegageng (D/A Pej. Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau), 98000 Niah, Miri, Sarawak",085-740047/ 011-2182
3.715155,102.612708,KLINIK KESIHATAN JENGKA 2,"Felda Jengka, 26400 Bandar Jengka, Maran, Pahang",09-4674320
3.718530,102.475600,KLINIK KESIHATAN JENGKA 22,"Felda Jengka 22, 26400 Bandar Jengka, Maran, Pahang",09-4864423
3.732350,101.445140,KLINIK KESIHATAN SUNGAI SELISEK,"Sungai Selisek, 44020 Kuala Kubu Baru, Hulu Selangor, Selangor",05-4541352
3.740520,115.467230,KLINIK KESIHATAN BARIO,"Pekan Bario (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-791047
3.749379,101.056794,KLINIK KESIHATAN BAGAN TERAP,"Jalan Bagan Terap, 45300 Sungai Besar, Sabak Bernam, Selangor",03-32162722
3.753250,103.203860,KLINIK KESIHATAN JAYA GADING,"Jaya Gading, 26070 Kuantan, Kuantan, Pahang",09-5384252
3.762499,114.405176,KLINIK KESIHATAN LONG LAMA,"Kampung Long Lama (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-755511
3.765780,102.542610,KLINIK KESIHATAN BANDAR JENGKA,"Bandar Jengka, 26400 Maran, Maran, Pahang",09-4677198
3.777211,103.275670,KLINIK KESIHATAN PAYA BESAR,"Jalan Pintasan Kuantan-Gambang, Paya Besar, 25100 Kuantan, Kuantan, Pahang",09-5395436
3.779994,103.283223,KLINIK KESIHATAN KURNIA,"Batu 3, Jalan Gambang, 25150 Kuantan, Kuantan, Pahang",09-5361333
3.788330,100.886940,KLINIK KESIHATAN SUNGAI AIR TAWAR,"Jalan Besar, Sungai Air Tawar, 45100 Sabak Bernam, Sabak Bernam, Selangor",03-32136227
3.788912,103.268922,KLINIK KESIHATAN PERMATANG BADAK,"Permatang Badak, 25150 Kuantan, Kuantan, Pahang",09-5364626
3.792727,113.632791,KLINIK KESIHATAN JAMBATAN SUAI ,"Jambatan Suai (Pej. Kesihatan Bahagian  Miri), 98000 Miri, Miri, Sarawak",085-474722
3.794740,113.747690,KLINIK KESIHATAN BATU NIAH,"Batu Niah, 98200 Batu Niah, Miri, Sarawak",085-737710
3.794918,114.732075,KLINIK KESIHATAN LONG BEDIAN,"Rumah Panjang Long Bedian (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",011-295192
3.802000,114.907333,KLINIK KESIHATAN LONG KEVOK,"Kampung Long Kevok (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",013-2865608
3.816590,100.843100,KLINIK KESIHATAN PARIT BARU,"Jalan Masjid, 45100 Parit Baru, Sabak Bernam, Selangor",03-32136223
3.821784,103.324946,KLINIK KESIHATAN BANDAR KUANTAN,"Jalan Lim Hoe Lek, 25200 Kuantan, Kuantan, Pahang",09-5132055
3.823146,101.933624,KLINIK KESIHATAN ULU GALI,"Kampung Ulu Gali, 27600 Raub, Raub, Pahang",09-3686355
3.837430,101.401430,KLINIK KESIHATAN SLIM RIVER,"Jalan Indah, 35800 Slim River, Batang Padang, Perak",05-4527679/ 05-43231
3.843310,101.294890,KLINIK KESIHATAN GUNUNG BESOUT,"Jalan Klinik, Gunung Besout, 35600 Sungkai, Batang Padang, Perak",05-4311092
3.850060,103.362594,KLINIK KESIHATAN BESERAH,"Berserah, 26100 Kuantan, Kuantan, Pahang",09-5445633
3.854850,102.491930,KLINIK KESIHATAN JENGKA 8,"Felda Jengka 8, 26400 Jerantut, Jerantut, Pahang",09-2081555
3.859250,114.591780,KLINIK KESIHATAN LONG BEMANG,"Rumah Panjang Long Bemang (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-773005/ 019-8386
3.863783,114.244486,KLINIK KESIHATAN LONG TERU,"Kampung Long Teru (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-775100
3.873910,113.888696,KLINIK KESIHATAN LADANG TIGA,"Pekan Ladang Tiga (D/A Peg. Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau), 98000 Subis, Miri, Sarawak",085-496001
3.876417,100.934250,KLINIK KESIHATAN HUTAN MELINTANG,"Jalan Hutan Melintang, 36400 Hutan Melintang, Hilir Perak, Perak",05-6411475
3.880825,103.263502,KLINIK KESIHATAN BUKIT GOH (FELDA),"Bukit Goh, 26050 Kuantan, Kuantan, Pahang",09-5478355
3.890387,102.596993,KLINIK KESIHATAN SUNGAI TEKAM UTARA,"Kampung Sungai Tekam Utara, 27060 Jerantut, Jerantut, Pahang",09-4811526
3.890583,100.854306,KLINIK KESIHATAN SUNGAI SUMUN,"Kampung Sungai Sumun, 36300 Sungai Sumun, Hilir Perak, Perak",05-6489355
3.892440,101.376300,KLINIK KESIHATAN TROLAK (FELDA),"Jalan Besar Trolak Selatan, Felda Trolak Selatan, 35600 Sungkai, Batang Padang, Perak",05-4323136
3.901050,101.895470,KLINIK KESIHATAN DONG,"Ulu Dong, 27400 Raub, Raub, Pahang",09-3658355
3.902028,100.789110,KLINIK KESIHATAN SELEKOH,"Jalan Bagan Datoh, 36100 Selekoh, Hilir Perak, Perak",05-6489333
3.905966,102.795799,KLINIK KESIHATAN LEPAR UTARA 4,"Lepar Utara 4, 26400 Jengka, Jerantut, Pahang",09-4741523
3.908430,100.717380,KLINIK KESIHATAN SUNGAI TIANG,"Sungai Tiang, 36100 Bagan Datoh, Hilir Perak, Perak",04-7596412
3.911918,101.811647,KLINIK KESIHATAN CHEROH,"Cheroh, 27600 Raub, Raub, Pahang",09-3697228
3.925320,103.072510,KLINIK KESIHATAN SUNGAI LEMBING,"Kampung Sungai Lembing, 26070 Kuantan, Kuantan, Pahang",09-5411598
3.932889,103.372207,KLINIK KESIHATAN BALOK,"Balok, 26100 Kuantan, Kuantan, Pahang",09-5834533
3.948748,114.541716,KLINIK KESIHATAN LONG PANAI,"Kampung Long Panai (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-770100
3.949779,102.212344,KLINIK KESIHATAN DAMAK,"Damak, 27300 Jerantut, Jerantut, Pahang",09-2681488
3.973911,115.069158,KLINIK KESIHATAN LONG SERIDAN,"Kampung Long Seridan (Pej. Kesihatan Bahagian, Bahagian Miri), 98000 Baram, Marudi, Sarawak",085-474722
3.977317,114.094704,KLINIK KESIHATAN BELURU,"Beluru (D/A Peg. Kesihatan Daerah Baram, Jalan Hospital), 98050 Baram, Marudi, Sarawak",085-743216
3.978230,100.786510,KLINIK KESIHATAN BAGAN DATOH,"Pekan Bagan Datoh, 36100 Bagan Datoh, Hilir Perak, Perak",05-6466233
3.981466,101.904628,KLINIK KESIHATAN JERUAS,"Jeruas, 27660 Raub, Raub, Pahang",09-3657333
3.984590,101.782565,KLINIK KESIHATAN TERSANG,"Tersang, 27610 Raub, Raub, Pahang",09-3403086
3.986524,115.622922,KLINIK KESIHATAN BA KELALAN,"Pekan Ba Kelalan(D/A Peg. Kesihatan Daerah Lawas, Jalan Hospital), 98850 Lawas, Lawas, Sarawak",085-283781
3.998480,101.308890,KLINIK KESIHATAN SUNGKAI,"Jalan Pekan Sungkai, 35600 Sungkai, Batang Padang, Perak",05-4386355
4.013210,101.960570,KLINIK KESIHATAN BENTA,"Benta, 27310 Benta, Lipis, Pahang",09-3239211
4.028198,101.018123,KLINIK KESIHATAN TELOK INTAN,"Jalan Bandar, 36000 Telok Intan, Hilir Perak, Perak",05-6214020
4.032355,114.797241,KLINIK KESIHATAN TAMAN NEGARA MULU,"Taman Negara Mulu (D/A Peg. Kesihatan Daerah, Daerah Baram, Jalan Hospital, Baram), 98050 Baram, Marudi, Sarawak",085-792115/ 011-2212
4.038843,102.380858,KLINIK KESIHATAN PADANG PIOL,"Padang Piol, 27040 Jerantut, Jerantut, Pahang",09-2668448
4.040373,101.954873,KLINIK KESIHATAN JERKOH,"Jerkoh, 27300 Benta, Lipis, Pahang",09-3239440
4.058100,113.847370,KLINIK KESIHATAN BEKENU,"Kampung Bekenu, 98150 Miri, Miri, Sarawak",085-719003
4.066400,102.317990,KLINIK KESIHATAN KUALA TEMBELING,"Kuala Tembeling, 27020 Jerantut, Jerantut, Pahang",09-3086033
4.073710,102.269170,KLINIK KESIHATAN MELA,"Mela, 27200 Kuala Lipis, Lipis, Pahang",09-3129424
4.079833,101.149667,KLINIK KESIHATAN LANGKAP,"Langkap, 36700 Langkap, Hilir Perak, Perak",05-6591473
4.090167,100.946850,KLINIK KESIHATAN ULU DEDAP,"Jalan Seberang Perak, Kampung Ulu Dedap, 36000 Teluk Intan, Perak Tengah, Perak",05-6551384
4.092792,113.960184,KLINIK KESIHATAN TUN HAJI OPENG,"Jalan Tun Haji Openg (D/A Pej. Kesihatan Bahagian Miri, Jalan Temenggong Oyong Lawai Jau), 98000 Sibuti, Miri, Sarawak",085-424722
4.114722,101.284833,KLINIK KESIHATAN BIDOR,"Jalan Besar Bidor, 35500 Bidor, Batang Padang, Perak",05-4341480
4.123192,103.175590,KLINIK KESIHATAN CHERUL,"Lot 1539,Felda Cherul, 24000 Mukim Bandi, Kemaman, Terengganu",09-8730895
4.124250,103.243264,KLINIK KESIHATAN CHENEH,"Lot 168, Jalan Masjid Cheneh, 24000 Mukim Bandi, Kemaman, Terengganu",09-8730100
4.132556,101.102778,KLINIK KESIHATAN CHENDERONG BALAI,"Chenderong Balai, 36600 Chenderong Balai, Hilir Perak, Perak",05-6511652
4.135710,100.730600,KLINIK KESIHATAN LEKIR,"Batu 8, 32020 Lekir, Manjung, Perak",05-6791415/ 1527
4.144508,100.900830,KLINIK KESIHATAN CHANGKAT LADA,"Felcra Changkat Lada, Kampung Gajah, 36800 Changkat Lada, Perak Tengah, Perak",05-6551355/ 05-65515
4.182740,100.942150,KLINIK KESIHATAN KAMPUNG GAJAH,"Pekan  Kampung Gajah, 36800 Kampung Gajah, Perak Tengah, Perak",05-6311185
4.187040,101.265540,KLINIK KESIHATAN TAPAH,"Jalan Damai, 35000 Tapah, Batang Padang, Perak",05-4010260
4.193621,101.263601,KLINIK KESIHATAN TAPAH ROAD,"Pekan Tapah, 35000 Batang Padang, Batang Padang, Perak",05-4180370
4.212010,100.571440,KLINIK KESIHATAN PULAU PANGKOR,"Jalan Pasir Bogak, Pekan Pulau Pangkor, 32300 Pulau Pangkor, Manjung, Perak",05-6851234/ 4048/ 21
4.215717,103.436028,KLINIK KESIHATAN KUALA KEMAMAN,"Lot 7259, Jalan Kuala Kemaman, 24000 Chukai, Kemaman, Terengganu",09-8683659
4.215724,115.589957,KLINIK KESIHATAN LONG SEMADOH,"Long Semandoh (D/A Peg. Kesihatan Daerah Lawas, Jalan Hospital), 98850 Lawas, Lawas, Sarawak",085-283781
4.217570,101.797810,KLINIK KESIHATAN SUNGAI KOYAN,"Kampung Sungai Koyan, 27200 Lipis, Lipis, Pahang",09-3401533
